observation_date,StateName,house_ownership,year,month,day
2015-01-01,OH,66.4,2015,1,1
2016-01-01,OH,66.1,2016,1,1
2017-01-01,OH,66.0,2017,1,1
2018-01-01,OH,67.3,2018,1,1
2019-01-01,OH,68.2,2019,1,1
2020-01-01,OH,69.4,2020,1,1
2021-01-01,OH,67.4,2021,1,1
2022-01-01,OH,66.0,2022,1,1
2023-01-01,OH,66.6,2023,1,1
2024-01-01,OH,69.6,2024,1,1
2000-01-01,OK,72.7,2000,1,1
2001-01-01,OK,71.5,2001,1,1
2002-01-01,OK,69.6,2002,1,1
2003-01-01,OK,69.1,2003,1,1
2004-01-01,OK,71.1,2004,1,1
2005-01-01,OK,72.9,2005,1,1
2006-01-01,OK,71.6,2006,1,1
2007-01-01,OK,70.3,2007,1,1
2008-01-01,OK,70.4,2008,1,1
2009-01-01,OK,69.6,2009,1,1
2010-01-01,OK,69.2,2010,1,1
2011-01-01,OK,69.4,2011,1,1
2012-01-01,OK,68.8,2012,1,1
2013-01-01,OK,69.9,2013,1,1
2014-01-01,OK,69.3,2014,1,1
2015-01-01,OK,67.4,2015,1,1
2016-01-01,OK,66.8,2016,1,1
2017-01-01,OK,68.9,2017,1,1
2018-01-01,OK,69.5,2018,1,1
2019-01-01,OK,68.8,2019,1,1
2020-01-01,OK,71.0,2020,1,1
2021-01-01,OK,67.0,2021,1,1
2022-01-01,OK,68.5,2022,1,1
2023-01-01,OK,68.0,2023,1,1
2024-01-01,OK,66.8,2024,1,1
2000-01-01,OR,65.3,2000,1,1
2001-01-01,OR,65.8,2001,1,1
2002-01-01,OR,66.2,2002,1,1
2003-01-01,OR,68.0,2003,1,1
2004-01-01,OR,69.0,2004,1,1
2005-01-01,OR,68.2,2005,1,1
2006-01-01,OR,68.1,2006,1,1
2007-01-01,OR,65.7,2007,1,1
2008-01-01,OR,66.2,2008,1,1
2009-01-01,OR,68.2,2009,1,1
2010-01-01,OR,66.3,2010,1,1
2011-01-01,OR,66.4,2011,1,1
2012-01-01,OR,66.1,2012,1,1
2013-01-01,OR,64.2,2013,1,1
2014-01-01,OR,62.8,2014,1,1
2015-01-01,OR,61.1,2015,1,1
2016-01-01,OR,62.6,2016,1,1
2017-01-01,OR,61.8,2017,1,1
2018-01-01,OR,62.0,2018,1,1
2019-01-01,OR,62.4,2019,1,1
2020-01-01,OR,65.2,2020,1,1
2021-01-01,OR,65.8,2021,1,1
2022-01-01,OR,64.9,2022,1,1
2023-01-01,OR,64.1,2023,1,1
2024-01-01,OR,63.0,2024,1,1
2000-01-01,PA,74.7,2000,1,1
2001-01-01,PA,74.3,2001,1,1
2002-01-01,PA,74.0,2002,1,1
2003-01-01,PA,73.7,2003,1,1
2004-01-01,PA,74.9,2004,1,1
2005-01-01,PA,73.3,2005,1,1
2006-01-01,PA,73.2,2006,1,1
2007-01-01,PA,72.9,2007,1,1
2008-01-01,PA,72.6,2008,1,1
2009-01-01,PA,72.2,2009,1,1
2010-01-01,PA,72.2,2010,1,1
2011-01-01,PA,71.1,2011,1,1
2012-01-01,PA,71.0,2012,1,1
2013-01-01,PA,71.5,2013,1,1
2014-01-01,PA,69.7,2014,1,1
2015-01-01,PA,69.6,2015,1,1
2016-01-01,PA,68.5,2016,1,1
2017-01-01,PA,68.6,2017,1,1
2018-01-01,PA,69.9,2018,1,1
2019-01-01,PA,69.2,2019,1,1
2020-01-01,PA,69.9,2020,1,1
2021-01-01,PA,70.2,2021,1,1
2022-01-01,PA,70.7,2022,1,1
2023-01-01,PA,71.0,2023,1,1
2024-01-01,PA,70.8,2024,1,1
2000-01-01,RI,61.5,2000,1,1
2001-01-01,RI,60.1,2001,1,1
2002-01-01,RI,59.4,2002,1,1
2003-01-01,RI,59.9,2003,1,1
2004-01-01,RI,61.5,2004,1,1
2005-01-01,RI,63.1,2005,1,1
2006-01-01,RI,64.6,2006,1,1
2007-01-01,RI,64.9,2007,1,1
2008-01-01,RI,64.5,2008,1,1
2009-01-01,RI,62.9,2009,1,1
2010-01-01,RI,62.8,2010,1,1
2011-01-01,RI,63.4,2011,1,1
2012-01-01,RI,62.1,2012,1,1
2013-01-01,RI,61.5,2013,1,1
2014-01-01,RI,61.8,2014,1,1
2015-01-01,RI,58.9,2015,1,1
2016-01-01,RI,56.3,2016,1,1
2017-01-01,RI,56.6,2017,1,1
2018-01-01,RI,60.7,2018,1,1
2019-01-01,RI,63.8,2019,1,1
2020-01-01,RI,64.5,2020,1,1
2021-01-01,RI,62.8,2021,1,1
2022-01-01,RI,65.8,2022,1,1
2023-01-01,RI,64.4,2023,1,1
2024-01-01,RI,62.1,2024,1,1
2000-01-01,SC,76.5,2000,1,1
2001-01-01,SC,76.1,2001,1,1
2002-01-01,SC,77.5,2002,1,1
2003-01-01,SC,75.0,2003,1,1
2004-01-01,SC,76.2,2004,1,1
2005-01-01,SC,73.9,2005,1,1
2006-01-01,SC,74.2,2006,1,1
2007-01-01,SC,74.1,2007,1,1
2008-01-01,SC,73.9,2008,1,1
2009-01-01,SC,74.4,2009,1,1
2010-01-01,SC,74.8,2010,1,1
2011-01-01,SC,74.2,2011,1,1
2012-01-01,SC,71.5,2012,1,1
2013-01-01,SC,72.4,2013,1,1
2014-01-01,SC,72.9,2014,1,1
2015-01-01,SC,67.1,2015,1,1
2016-01-01,SC,68.9,2016,1,1
2017-01-01,SC,72.8,2017,1,1
2018-01-01,SC,72.0,2018,1,1
2019-01-01,SC,72.6,2019,1,1
2020-01-01,SC,73.6,2020,1,1
2021-01-01,SC,73.2,2021,1,1
2022-01-01,SC,74.7,2022,1,1
2023-01-01,SC,73.0,2023,1,1
2024-01-01,SC,71.4,2024,1,1
2000-01-01,SD,71.2,2000,1,1
2001-01-01,SD,71.5,2001,1,1
2002-01-01,SD,71.5,2002,1,1
2003-01-01,SD,70.9,2003,1,1
2004-01-01,SD,68.5,2004,1,1
2005-01-01,SD,68.4,2005,1,1
2006-01-01,SD,70.6,2006,1,1
2007-01-01,SD,70.4,2007,1,1
2008-01-01,SD,70.4,2008,1,1
2009-01-01,SD,69.6,2009,1,1
2010-01-01,SD,70.6,2010,1,1
2011-01-01,SD,69.3,2011,1,1
2012-01-01,SD,69.2,2012,1,1
2013-01-01,SD,67.8,2013,1,1
2014-01-01,SD,69.2,2014,1,1
2015-01-01,SD,70.1,2015,1,1
2016-01-01,SD,69.4,2016,1,1
2017-01-01,SD,67.8,2017,1,1
2018-01-01,SD,69.1,2018,1,1
2019-01-01,SD,69.5,2019,1,1
2020-01-01,SD,71.4,2020,1,1
2021-01-01,SD,71.1,2021,1,1
2022-01-01,SD,70.8,2022,1,1
2023-01-01,SD,69.3,2023,1,1
2024-01-01,SD,69.3,2024,1,1
2000-01-01,TN,70.9,2000,1,1
2001-01-01,TN,69.7,2001,1,1
2002-01-01,TN,70.3,2002,1,1
2003-01-01,TN,70.8,2003,1,1
2004-01-01,TN,71.6,2004,1,1
2005-01-01,TN,72.4,2005,1,1
2006-01-01,TN,71.3,2006,1,1
2007-01-01,TN,70.2,2007,1,1
2008-01-01,TN,71.7,2008,1,1
2009-01-01,TN,71.1,2009,1,1
2010-01-01,TN,71.0,2010,1,1
2011-01-01,TN,69.3,2011,1,1
2012-01-01,TN,67.9,2012,1,1
2013-01-01,TN,66.8,2013,1,1
2014-01-01,TN,66.7,2014,1,1
2015-01-01,TN,66.5,2015,1,1
2016-01-01,TN,66.4,2016,1,1
2017-01-01,TN,67.2,2017,1,1
2018-01-01,TN,68.0,2018,1,1
2019-01-01,TN,68.8,2019,1,1
2020-01-01,TN,70.0,2020,1,1
2021-01-01,TN,67.7,2021,1,1
2022-01-01,TN,67.3,2022,1,1
2023-01-01,TN,68.9,2023,1,1
2024-01-01,TN,69.6,2024,1,1
2000-01-01,TX,63.8,2000,1,1
2001-01-01,TX,63.9,2001,1,1
2002-01-01,TX,63.4,2002,1,1
2003-01-01,TX,64.5,2003,1,1
2004-01-01,TX,65.5,2004,1,1
2005-01-01,TX,65.9,2005,1,1
2006-01-01,TX,66.0,2006,1,1
2007-01-01,TX,66.0,2007,1,1
2008-01-01,TX,65.5,2008,1,1
2009-01-01,TX,65.4,2009,1,1
2010-01-01,TX,65.3,2010,1,1
2011-01-01,TX,64.3,2011,1,1
2012-01-01,TX,64.3,2012,1,1
2013-01-01,TX,63.3,2013,1,1
2014-01-01,TX,62.2,2014,1,1
2015-01-01,TX,61.9,2015,1,1
2016-01-01,TX,61.5,2016,1,1
2017-01-01,TX,61.7,2017,1,1
2018-01-01,TX,62.7,2018,1,1
2019-01-01,TX,62.4,2019,1,1
2020-01-01,TX,66.5,2020,1,1
2021-01-01,TX,64.1,2021,1,1
2022-01-01,TX,63.6,2022,1,1
2023-01-01,TX,63.6,2023,1,1
2024-01-01,TX,62.9,2024,1,1
2000-01-01,DC,41.9,2000,1,1
2001-01-01,DC,42.7,2001,1,1
2002-01-01,DC,44.1,2002,1,1
2003-01-01,DC,43.0,2003,1,1
2004-01-01,DC,45.6,2004,1,1
2005-01-01,DC,45.8,2005,1,1
2006-01-01,DC,45.9,2006,1,1
2007-01-01,DC,47.2,2007,1,1
2008-01-01,DC,44.1,2008,1,1
2009-01-01,DC,44.9,2009,1,1
2010-01-01,DC,45.6,2010,1,1
2011-01-01,DC,44.8,2011,1,1
2012-01-01,DC,45.0,2012,1,1
2013-01-01,DC,44.6,2013,1,1
2014-01-01,DC,41.5,2014,1,1
2015-01-01,DC,40.4,2015,1,1
2016-01-01,DC,40.8,2016,1,1
2017-01-01,DC,40.3,2017,1,1
2018-01-01,DC,39.9,2018,1,1
2019-01-01,DC,40.2,2019,1,1
2020-01-01,DC,42.5,2020,1,1
2021-01-01,DC,42.3,2021,1,1
2022-01-01,DC,42.3,2022,1,1
2023-01-01,DC,40.2,2023,1,1
2024-01-01,DC,40.1,2024,1,1
2000-01-01,US,67.4,2000,1,1
2001-01-01,US,67.8,2001,1,1
2002-01-01,US,67.9,2002,1,1
2003-01-01,US,68.3,2003,1,1
2004-01-01,US,69.0,2004,1,1
2005-01-01,US,68.9,2005,1,1
2006-01-01,US,68.8,2006,1,1
2007-01-01,US,68.1,2007,1,1
2008-01-01,US,67.8,2008,1,1
2009-01-01,US,67.4,2009,1,1
2010-01-01,US,66.9,2010,1,1
2011-01-01,US,66.1,2011,1,1
2012-01-01,US,65.4,2012,1,1
2013-01-01,US,65.1,2013,1,1
2014-01-01,US,64.5,2014,1,1
2015-01-01,US,63.7,2015,1,1
2016-01-01,US,63.4,2016,1,1
2017-01-01,US,63.9,2017,1,1
2018-01-01,US,64.4,2018,1,1
2019-01-01,US,64.6,2019,1,1
2020-01-01,US,66.6,2020,1,1
2021-01-01,US,65.5,2021,1,1
2022-01-01,US,65.8,2022,1,1
2023-01-01,US,65.9,2023,1,1
2024-01-01,US,65.6,2024,1,1
2000-01-01,UT,72.7,2000,1,1
2001-01-01,UT,72.4,2001,1,1
2002-01-01,UT,72.8,2002,1,1
2003-01-01,UT,73.4,2003,1,1
2004-01-01,UT,74.9,2004,1,1
2005-01-01,UT,73.9,2005,1,1
2006-01-01,UT,73.5,2006,1,1
2007-01-01,UT,74.9,2007,1,1
2008-01-01,UT,76.2,2008,1,1
2009-01-01,UT,74.1,2009,1,1
2010-01-01,UT,72.5,2010,1,1
2011-01-01,UT,71.4,2011,1,1
2012-01-01,UT,71.1,2012,1,1
2013-01-01,UT,70.9,2013,1,1
2014-01-01,UT,70.9,2014,1,1
2015-01-01,UT,69.9,2015,1,1
2016-01-01,UT,71.3,2016,1,1
2017-01-01,UT,71.0,2017,1,1
2018-01-01,UT,72.2,2018,1,1
2019-01-01,UT,71.9,2019,1,1
2020-01-01,UT,71.7,2020,1,1
2021-01-01,UT,68.8,2021,1,1
2022-01-01,UT,71.2,2022,1,1
2023-01-01,UT,70.3,2023,1,1
2024-01-01,UT,68.3,2024,1,1
2000-01-01,VT,68.7,2000,1,1
2001-01-01,VT,69.8,2001,1,1
2002-01-01,VT,70.3,2002,1,1
2003-01-01,VT,71.4,2003,1,1
2004-01-01,VT,72.0,2004,1,1
2005-01-01,VT,74.2,2005,1,1
2006-01-01,VT,74.0,2006,1,1
2007-01-01,VT,73.7,2007,1,1
2008-01-01,VT,72.8,2008,1,1
2009-01-01,VT,74.3,2009,1,1
2010-01-01,VT,73.6,2010,1,1
2011-01-01,VT,74.6,2011,1,1
2012-01-01,VT,73.4,2012,1,1
2013-01-01,VT,73.0,2013,1,1
2014-01-01,VT,73.5,2014,1,1
2015-01-01,VT,71.8,2015,1,1
2016-01-01,VT,71.3,2016,1,1
2017-01-01,VT,71.1,2017,1,1
2018-01-01,VT,71.4,2018,1,1
2019-01-01,VT,70.9,2019,1,1
2020-01-01,VT,73.1,2020,1,1
2021-01-01,VT,73.9,2021,1,1
2022-01-01,VT,72.7,2022,1,1
2023-01-01,VT,73.7,2023,1,1
2024-01-01,VT,74.3,2024,1,1
2000-01-01,VA,73.9,2000,1,1
2001-01-01,VA,75.1,2001,1,1
2002-01-01,VA,74.4,2002,1,1
2003-01-01,VA,75.0,2003,1,1
2004-01-01,VA,73.4,2004,1,1
2005-01-01,VA,71.2,2005,1,1
2006-01-01,VA,71.1,2006,1,1
2007-01-01,VA,71.5,2007,1,1
2008-01-01,VA,70.6,2008,1,1
2009-01-01,VA,69.7,2009,1,1
2010-01-01,VA,68.7,2010,1,1
2011-01-01,VA,67.9,2011,1,1
2012-01-01,VA,67.8,2012,1,1
2013-01-01,VA,68.1,2013,1,1
2014-01-01,VA,68.7,2014,1,1
2015-01-01,VA,67.1,2015,1,1
2016-01-01,VA,66.3,2016,1,1
2017-01-01,VA,67.5,2017,1,1
2018-01-01,VA,66.0,2018,1,1
2019-01-01,VA,67.6,2019,1,1
2020-01-01,VA,70.4,2020,1,1
2021-01-01,VA,68.0,2021,1,1
2022-01-01,VA,67.4,2022,1,1
2023-01-01,VA,69.1,2023,1,1
2024-01-01,VA,70.5,2024,1,1
2000-01-01,WA,63.6,2000,1,1
2001-01-01,WA,66.4,2001,1,1
2002-01-01,WA,66.9,2002,1,1
2003-01-01,WA,65.9,2003,1,1
2004-01-01,WA,66.0,2004,1,1
2005-01-01,WA,67.6,2005,1,1
2006-01-01,WA,66.7,2006,1,1
2007-01-01,WA,66.8,2007,1,1
2008-01-01,WA,66.2,2008,1,1
2009-01-01,WA,65.5,2009,1,1
2010-01-01,WA,64.4,2010,1,1
2011-01-01,WA,64.2,2011,1,1
2012-01-01,WA,63.5,2012,1,1
2013-01-01,WA,62.7,2013,1,1
2014-01-01,WA,63.6,2014,1,1
2015-01-01,WA,62.6,2015,1,1
2016-01-01,WA,61.6,2016,1,1
2017-01-01,WA,63.6,2017,1,1
2018-01-01,WA,64.9,2018,1,1
2019-01-01,WA,63.8,2019,1,1
2020-01-01,WA,64.1,2020,1,1
2021-01-01,WA,63.4,2021,1,1
2022-01-01,WA,66.6,2022,1,1
2023-01-01,WA,66.3,2023,1,1
2024-01-01,WA,64.8,2024,1,1
2000-01-01,WV,75.9,2000,1,1
2001-01-01,WV,76.4,2001,1,1
2002-01-01,WV,77.2,2002,1,1
2003-01-01,WV,78.1,2003,1,1
2004-01-01,WV,80.3,2004,1,1
2005-01-01,WV,81.3,2005,1,1
2006-01-01,WV,78.4,2006,1,1
2007-01-01,WV,77.6,2007,1,1
2008-01-01,WV,77.8,2008,1,1
2009-01-01,WV,78.7,2009,1,1
2010-01-01,WV,79.0,2010,1,1
2011-01-01,WV,78.7,2011,1,1
2012-01-01,WV,75.8,2012,1,1
2013-01-01,WV,76.8,2013,1,1
2014-01-01,WV,75.6,2014,1,1
2015-01-01,WV,74.9,2015,1,1
2016-01-01,WV,74.8,2016,1,1
2017-01-01,WV,75.1,2017,1,1
2018-01-01,WV,74.7,2018,1,1
2019-01-01,WV,75.6,2019,1,1
2020-01-01,WV,78.2,2020,1,1
2021-01-01,WV,79.0,2021,1,1
2022-01-01,WV,78.6,2022,1,1
2023-01-01,WV,77.0,2023,1,1
2024-01-01,WV,79.1,2024,1,1
2000-01-01,WI,71.8,2000,1,1
2001-01-01,WI,72.3,2001,1,1
2002-01-01,WI,72.2,2002,1,1
2003-01-01,WI,72.8,2003,1,1
2004-01-01,WI,73.3,2004,1,1
2005-01-01,WI,71.1,2005,1,1
2006-01-01,WI,70.2,2006,1,1
2007-01-01,WI,70.5,2007,1,1
2008-01-01,WI,70.4,2008,1,1
2009-01-01,WI,70.4,2009,1,1
2010-01-01,WI,71.0,2010,1,1
2011-01-01,WI,68.5,2011,1,1
2012-01-01,WI,67.5,2012,1,1
2013-01-01,WI,68.5,2013,1,1
2014-01-01,WI,67.8,2014,1,1
2015-01-01,WI,66.6,2015,1,1
2016-01-01,WI,67.7,2016,1,1
2017-01-01,WI,68.0,2017,1,1
2018-01-01,WI,67.9,2018,1,1
2019-01-01,WI,66.1,2019,1,1
2020-01-01,WI,67.9,2020,1,1
2021-01-01,WI,68.3,2021,1,1
2022-01-01,WI,70.0,2022,1,1
2023-01-01,WI,69.2,2023,1,1
2024-01-01,WI,68.0,2024,1,1
2000-01-01,WY,71.0,2000,1,1
2001-01-01,WY,73.5,2001,1,1
2002-01-01,WY,73.0,2002,1,1
2003-01-01,WY,72.9,2003,1,1
2004-01-01,WY,72.8,2004,1,1
2005-01-01,WY,72.8,2005,1,1
2006-01-01,WY,73.7,2006,1,1
2007-01-01,WY,73.2,2007,1,1
2008-01-01,WY,73.3,2008,1,1
2009-01-01,WY,73.8,2009,1,1
2010-01-01,WY,73.4,2010,1,1
2011-01-01,WY,71.1,2011,1,1
2012-01-01,WY,70.3,2012,1,1
2013-01-01,WY,70.5,2013,1,1
2014-01-01,WY,70.8,2014,1,1
2015-01-01,WY,69.9,2015,1,1
2016-01-01,WY,70.2,2016,1,1
2017-01-01,WY,70.4,2017,1,1
2018-01-01,WY,71.1,2018,1,1
2019-01-01,WY,71.3,2019,1,1
2020-01-01,WY,73.9,2020,1,1
2021-01-01,WY,72.1,2021,1,1
2022-01-01,WY,75.3,2022,1,1
2023-01-01,WY,74.5,2023,1,1
2024-01-01,WY,73.5,2024,1,1
